Country;Percentile Label;Percentile;Year;Value
North America;Bottom 50%;p0p50;2021;0.1375
North America;Bottom 50%;p0p50;2022;0.1361
North America;Bottom 50%;p0p50;2023;0.1371
Russia & Central Asia;Top 1%;p99p100;1950;0.0602
Russia & Central Asia;Top 1%;p99p100;1951;
Russia & Central Asia;Top 1%;p99p100;1952;
Russia & Central Asia;Top 1%;p99p100;1953;
Russia & Central Asia;Top 1%;p99p100;1954;
Russia & Central Asia;Top 1%;p99p100;1955;
Russia & Central Asia;Top 1%;p99p100;1956;
Russia & Central Asia;Top 1%;p99p100;1957;
Russia & Central Asia;Top 1%;p99p100;1958;
Russia & Central Asia;Top 1%;p99p100;1959;
Russia & Central Asia;Top 1%;p99p100;1960;0.0501
Russia & Central Asia;Top 1%;p99p100;1961;
Russia & Central Asia;Top 1%;p99p100;1962;
Russia & Central Asia;Top 1%;p99p100;1963;
Russia & Central Asia;Top 1%;p99p100;1964;
Russia & Central Asia;Top 1%;p99p100;1965;
Russia & Central Asia;Top 1%;p99p100;1966;
Russia & Central Asia;Top 1%;p99p100;1967;
Russia & Central Asia;Top 1%;p99p100;1968;
Russia & Central Asia;Top 1%;p99p100;1969;
Russia & Central Asia;Top 1%;p99p100;1970;0.0504
Russia & Central Asia;Top 1%;p99p100;1971;
Russia & Central Asia;Top 1%;p99p100;1972;
Russia & Central Asia;Top 1%;p99p100;1973;
Russia & Central Asia;Top 1%;p99p100;1974;
Russia & Central Asia;Top 1%;p99p100;1975;
Russia & Central Asia;Top 1%;p99p100;1976;
Russia & Central Asia;Top 1%;p99p100;1977;
Russia & Central Asia;Top 1%;p99p100;1978;
Russia & Central Asia;Top 1%;p99p100;1979;
Russia & Central Asia;Top 1%;p99p100;1980;0.0829
Russia & Central Asia;Top 1%;p99p100;1981;0.0836
Russia & Central Asia;Top 1%;p99p100;1982;0.0828
Russia & Central Asia;Top 1%;p99p100;1983;0.0835
Russia & Central Asia;Top 1%;p99p100;1984;0.0849
Russia & Central Asia;Top 1%;p99p100;1985;0.0848
Russia & Central Asia;Top 1%;p99p100;1986;0.0854
Russia & Central Asia;Top 1%;p99p100;1987;0.0864
Russia & Central Asia;Top 1%;p99p100;1988;0.0878
Russia & Central Asia;Top 1%;p99p100;1989;0.0921
Russia & Central Asia;Top 1%;p99p100;1990;0.1035
Russia & Central Asia;Top 1%;p99p100;1991;0.1086
Russia & Central Asia;Top 1%;p99p100;1992;0.1169
Russia & Central Asia;Top 1%;p99p100;1993;0.1252
Russia & Central Asia;Top 1%;p99p100;1994;0.133
Russia & Central Asia;Top 1%;p99p100;1995;0.1512
Russia & Central Asia;Top 1%;p99p100;1996;0.1737
Russia & Central Asia;Top 1%;p99p100;1997;0.1651
Russia & Central Asia;Top 1%;p99p100;1998;0.1587
Russia & Central Asia;Top 1%;p99p100;1999;0.1934
Russia & Central Asia;Top 1%;p99p100;2000;0.2245
Russia & Central Asia;Top 1%;p99p100;2001;0.2531
Russia & Central Asia;Top 1%;p99p100;2002;0.2482
Russia & Central Asia;Top 1%;p99p100;2003;0.2395
Russia & Central Asia;Top 1%;p99p100;2004;0.2262
Russia & Central Asia;Top 1%;p99p100;2005;0.2456
Russia & Central Asia;Top 1%;p99p100;2006;0.2554
Russia & Central Asia;Top 1%;p99p100;2007;0.265
Russia & Central Asia;Top 1%;p99p100;2008;0.2345
Russia & Central Asia;Top 1%;p99p100;2009;0.2072
Russia & Central Asia;Top 1%;p99p100;2010;0.1939
Russia & Central Asia;Top 1%;p99p100;2011;0.2048
Russia & Central Asia;Top 1%;p99p100;2012;0.1921
Russia & Central Asia;Top 1%;p99p100;2013;0.2005
Russia & Central Asia;Top 1%;p99p100;2014;0.1916
Russia & Central Asia;Top 1%;p99p100;2015;0.187
Russia & Central Asia;Top 1%;p99p100;2016;0.1935
Russia & Central Asia;Top 1%;p99p100;2017;0.1972
Russia & Central Asia;Top 1%;p99p100;2018;0.2015
Russia & Central Asia;Top 1%;p99p100;2019;0.1989
Russia & Central Asia;Top 1%;p99p100;2020;0.228
Russia & Central Asia;Top 1%;p99p100;2021;0.2286
Russia & Central Asia;Top 1%;p99p100;2022;0.2318
Russia & Central Asia;Top 1%;p99p100;2023;0.2312
Russia & Central Asia;Bottom 50%;p0p50;1950;0.251
Russia & Central Asia;Bottom 50%;p0p50;1951;
Russia & Central Asia;Bottom 50%;p0p50;1952;
Russia & Central Asia;Bottom 50%;p0p50;1953;
Russia & Central Asia;Bottom 50%;p0p50;1954;
Russia & Central Asia;Bottom 50%;p0p50;1955;
Russia & Central Asia;Bottom 50%;p0p50;1956;
Russia & Central Asia;Bottom 50%;p0p50;1957;
Russia & Central Asia;Bottom 50%;p0p50;1958;
Russia & Central Asia;Bottom 50%;p0p50;1959;
Russia & Central Asia;Bottom 50%;p0p50;1960;0.2535
Russia & Central Asia;Bottom 50%;p0p50;1961;
Russia & Central Asia;Bottom 50%;p0p50;1962;
Russia & Central Asia;Bottom 50%;p0p50;1963;
Russia & Central Asia;Bottom 50%;p0p50;1964;
Russia & Central Asia;Bottom 50%;p0p50;1965;
Russia & Central Asia;Bottom 50%;p0p50;1966;
Russia & Central Asia;Bottom 50%;p0p50;1967;
Russia & Central Asia;Bottom 50%;p0p50;1968;
Russia & Central Asia;Bottom 50%;p0p50;1969;
Russia & Central Asia;Bottom 50%;p0p50;1970;0.2932
Russia & Central Asia;Bottom 50%;p0p50;1971;
Russia & Central Asia;Bottom 50%;p0p50;1972;
Russia & Central Asia;Bottom 50%;p0p50;1973;
Russia & Central Asia;Bottom 50%;p0p50;1974;
Russia & Central Asia;Bottom 50%;p0p50;1975;
Russia & Central Asia;Bottom 50%;p0p50;1976;
Russia & Central Asia;Bottom 50%;p0p50;1977;
Russia & Central Asia;Bottom 50%;p0p50;1978;
Russia & Central Asia;Bottom 50%;p0p50;1979;
Russia & Central Asia;Bottom 50%;p0p50;1980;0.2146
Russia & Central Asia;Bottom 50%;p0p50;1981;0.2129
Russia & Central Asia;Bottom 50%;p0p50;1982;0.2108
Russia & Central Asia;Bottom 50%;p0p50;1983;0.2096
Russia & Central Asia;Bottom 50%;p0p50;1984;0.2082
Russia & Central Asia;Bottom 50%;p0p50;1985;0.2066
Russia & Central Asia;Bottom 50%;p0p50;1986;0.2046
Russia & Central Asia;Bottom 50%;p0p50;1987;0.2049
Russia & Central Asia;Bottom 50%;p0p50;1988;0.2045
Russia & Central Asia;Bottom 50%;p0p50;1989;0.2008
Russia & Central Asia;Bottom 50%;p0p50;1990;0.2076
Russia & Central Asia;Bottom 50%;p0p50;1991;0.2026
Russia & Central Asia;Bottom 50%;p0p50;1992;0.1723
Russia & Central Asia;Bottom 50%;p0p50;1993;0.1615
Russia & Central Asia;Bottom 50%;p0p50;1994;0.1373
Russia & Central Asia;Bottom 50%;p0p50;1995;0.1242
Russia & Central Asia;Bottom 50%;p0p50;1996;0.0982
Russia & Central Asia;Bottom 50%;p0p50;1997;0.1154
Russia & Central Asia;Bottom 50%;p0p50;1998;0.1327
Russia & Central Asia;Bottom 50%;p0p50;1999;0.1281
Russia & Central Asia;Bottom 50%;p0p50;2000;0.1194
Russia & Central Asia;Bottom 50%;p0p50;2001;0.1167
Russia & Central Asia;Bottom 50%;p0p50;2002;0.1202
Russia & Central Asia;Bottom 50%;p0p50;2003;0.1195
Russia & Central Asia;Bottom 50%;p0p50;2004;0.1222
Russia & Central Asia;Bottom 50%;p0p50;2005;0.1229
Russia & Central Asia;Bottom 50%;p0p50;2006;0.1199
Russia & Central Asia;Bottom 50%;p0p50;2007;0.119
Russia & Central Asia;Bottom 50%;p0p50;2008;0.1206
Russia & Central Asia;Bottom 50%;p0p50;2009;0.1303
Russia & Central Asia;Bottom 50%;p0p50;2010;0.1387
Russia & Central Asia;Bottom 50%;p0p50;2011;0.1391
Russia & Central Asia;Bottom 50%;p0p50;2012;0.1419
Russia & Central Asia;Bottom 50%;p0p50;2013;0.1402
Russia & Central Asia;Bottom 50%;p0p50;2014;0.1431
Russia & Central Asia;Bottom 50%;p0p50;2015;0.1442
Russia & Central Asia;Bottom 50%;p0p50;2016;0.1437
Russia & Central Asia;Bottom 50%;p0p50;2017;0.1443
Russia & Central Asia;Bottom 50%;p0p50;2018;0.1431
Russia & Central Asia;Bottom 50%;p0p50;2019;0.1434
Russia & Central Asia;Bottom 50%;p0p50;2020;0.1374
Russia & Central Asia;Bottom 50%;p0p50;2021;0.1358
Russia & Central Asia;Bottom 50%;p0p50;2022;0.1326
Russia & Central Asia;Bottom 50%;p0p50;2023;0.1351
South & South-East Asia;Top 1%;p99p100;1950;0.1555
South & South-East Asia;Top 1%;p99p100;1951;
South & South-East Asia;Top 1%;p99p100;1952;
South & South-East Asia;Top 1%;p99p100;1953;
South & South-East Asia;Top 1%;p99p100;1954;
South & South-East Asia;Top 1%;p99p100;1955;
South & South-East Asia;Top 1%;p99p100;1956;
South & South-East Asia;Top 1%;p99p100;1957;
South & South-East Asia;Top 1%;p99p100;1958;
South & South-East Asia;Top 1%;p99p100;1959;
South & South-East Asia;Top 1%;p99p100;1960;0.1701
South & South-East Asia;Top 1%;p99p100;1961;
South & South-East Asia;Top 1%;p99p100;1962;
South & South-East Asia;Top 1%;p99p100;1963;
South & South-East Asia;Top 1%;p99p100;1964;
South & South-East Asia;Top 1%;p99p100;1965;
South & South-East Asia;Top 1%;p99p100;1966;
South & South-East Asia;Top 1%;p99p100;1967;
South & South-East Asia;Top 1%;p99p100;1968;
South & South-East Asia;Top 1%;p99p100;1969;
South & South-East Asia;Top 1%;p99p100;1970;0.1845
South & South-East Asia;Top 1%;p99p100;1971;
South & South-East Asia;Top 1%;p99p100;1972;
South & South-East Asia;Top 1%;p99p100;1973;
South & South-East Asia;Top 1%;p99p100;1974;
South & South-East Asia;Top 1%;p99p100;1975;
South & South-East Asia;Top 1%;p99p100;1976;
South & South-East Asia;Top 1%;p99p100;1977;
South & South-East Asia;Top 1%;p99p100;1978;
South & South-East Asia;Top 1%;p99p100;1979;
South & South-East Asia;Top 1%;p99p100;1980;0.1814
South & South-East Asia;Top 1%;p99p100;1981;0.1768
South & South-East Asia;Top 1%;p99p100;1982;0.178
South & South-East Asia;Top 1%;p99p100;1983;0.1829
South & South-East Asia;Top 1%;p99p100;1984;0.1809
South & South-East Asia;Top 1%;p99p100;1985;0.1833
South & South-East Asia;Top 1%;p99p100;1986;0.1831
South & South-East Asia;Top 1%;p99p100;1987;0.1862
South & South-East Asia;Top 1%;p99p100;1988;0.1885
South & South-East Asia;Top 1%;p99p100;1989;0.189
South & South-East Asia;Top 1%;p99p100;1990;0.1876
South & South-East Asia;Top 1%;p99p100;1991;0.1923
South & South-East Asia;Top 1%;p99p100;1992;0.1966
South & South-East Asia;Top 1%;p99p100;1993;0.2044
South & South-East Asia;Top 1%;p99p100;1994;0.2058
South & South-East Asia;Top 1%;p99p100;1995;0.2107
South & South-East Asia;Top 1%;p99p100;1996;0.2124
South & South-East Asia;Top 1%;p99p100;1997;0.2077
South & South-East Asia;Top 1%;p99p100;1998;0.1968
South & South-East Asia;Top 1%;p99p100;1999;0.1993
South & South-East Asia;Top 1%;p99p100;2000;0.1981
South & South-East Asia;Top 1%;p99p100;2001;0.2011
South & South-East Asia;Top 1%;p99p100;2002;0.2034
South & South-East Asia;Top 1%;p99p100;2003;0.2065
South & South-East Asia;Top 1%;p99p100;2004;0.2132
South & South-East Asia;Top 1%;p99p100;2005;0.2166
South & South-East Asia;Top 1%;p99p100;2006;0.2156
South & South-East Asia;Top 1%;p99p100;2007;0.2165
South & South-East Asia;Top 1%;p99p100;2008;0.2194
South & South-East Asia;Top 1%;p99p100;2009;0.2177
South & South-East Asia;Top 1%;p99p100;2010;0.2175
South & South-East Asia;Top 1%;p99p100;2011;0.219
South & South-East Asia;Top 1%;p99p100;2012;0.2157
South & South-East Asia;Top 1%;p99p100;2013;0.2153
South & South-East Asia;Top 1%;p99p100;2014;0.212
South & South-East Asia;Top 1%;p99p100;2015;0.2137
South & South-East Asia;Top 1%;p99p100;2016;0.2111
South & South-East Asia;Top 1%;p99p100;2017;0.2126
South & South-East Asia;Top 1%;p99p100;2018;0.2132
South & South-East Asia;Top 1%;p99p100;2019;0.2075
South & South-East Asia;Top 1%;p99p100;2020;0.2087
South & South-East Asia;Top 1%;p99p100;2021;0.212
South & South-East Asia;Top 1%;p99p100;2022;0.2175
South & South-East Asia;Top 1%;p99p100;2023;0.2173
South & South-East Asia;Bottom 50%;p0p50;1950;0.1826
South & South-East Asia;Bottom 50%;p0p50;1951;
South & South-East Asia;Bottom 50%;p0p50;1952;
South & South-East Asia;Bottom 50%;p0p50;1953;
South & South-East Asia;Bottom 50%;p0p50;1954;
South & South-East Asia;Bottom 50%;p0p50;1955;
South & South-East Asia;Bottom 50%;p0p50;1956;
South & South-East Asia;Bottom 50%;p0p50;1957;
South & South-East Asia;Bottom 50%;p0p50;1958;
South & South-East Asia;Bottom 50%;p0p50;1959;
South & South-East Asia;Bottom 50%;p0p50;1960;0.1759
South & South-East Asia;Bottom 50%;p0p50;1961;
South & South-East Asia;Bottom 50%;p0p50;1962;
South & South-East Asia;Bottom 50%;p0p50;1963;
South & South-East Asia;Bottom 50%;p0p50;1964;
South & South-East Asia;Bottom 50%;p0p50;1965;
South & South-East Asia;Bottom 50%;p0p50;1966;
South & South-East Asia;Bottom 50%;p0p50;1967;
South & South-East Asia;Bottom 50%;p0p50;1968;
South & South-East Asia;Bottom 50%;p0p50;1969;
South & South-East Asia;Bottom 50%;p0p50;1970;0.1757
South & South-East Asia;Bottom 50%;p0p50;1971;
South & South-East Asia;Bottom 50%;p0p50;1972;
South & South-East Asia;Bottom 50%;p0p50;1973;
South & South-East Asia;Bottom 50%;p0p50;1974;
South & South-East Asia;Bottom 50%;p0p50;1975;
South & South-East Asia;Bottom 50%;p0p50;1976;
South & South-East Asia;Bottom 50%;p0p50;1977;
South & South-East Asia;Bottom 50%;p0p50;1978;
South & South-East Asia;Bottom 50%;p0p50;1979;
South & South-East Asia;Bottom 50%;p0p50;1980;0.153
South & South-East Asia;Bottom 50%;p0p50;1981;0.1546
South & South-East Asia;Bottom 50%;p0p50;1982;0.1552
South & South-East Asia;Bottom 50%;p0p50;1983;0.147
South & South-East Asia;Bottom 50%;p0p50;1984;0.1507
South & South-East Asia;Bottom 50%;p0p50;1985;0.1492
South & South-East Asia;Bottom 50%;p0p50;1986;0.1481
South & South-East Asia;Bottom 50%;p0p50;1987;0.1475
South & South-East Asia;Bottom 50%;p0p50;1988;0.1448
South & South-East Asia;Bottom 50%;p0p50;1989;0.1436
South & South-East Asia;Bottom 50%;p0p50;1990;0.1452
South & South-East Asia;Bottom 50%;p0p50;1991;0.1429
South & South-East Asia;Bottom 50%;p0p50;1992;0.1397
South & South-East Asia;Bottom 50%;p0p50;1993;0.1361
South & South-East Asia;Bottom 50%;p0p50;1994;0.133
South & South-East Asia;Bottom 50%;p0p50;1995;0.1325
South & South-East Asia;Bottom 50%;p0p50;1996;0.1333
South & South-East Asia;Bottom 50%;p0p50;1997;0.1344
South & South-East Asia;Bottom 50%;p0p50;1998;0.1417
South & South-East Asia;Bottom 50%;p0p50;1999;0.1435
South & South-East Asia;Bottom 50%;p0p50;2000;0.1425
South & South-East Asia;Bottom 50%;p0p50;2001;0.1409
South & South-East Asia;Bottom 50%;p0p50;2002;0.1389
South & South-East Asia;Bottom 50%;p0p50;2003;0.1366
South & South-East Asia;Bottom 50%;p0p50;2004;0.1343
South & South-East Asia;Bottom 50%;p0p50;2005;0.1327
South & South-East Asia;Bottom 50%;p0p50;2006;0.132
South & South-East Asia;Bottom 50%;p0p50;2007;0.1302
South & South-East Asia;Bottom 50%;p0p50;2008;0.1269
South & South-East Asia;Bottom 50%;p0p50;2009;0.1259
South & South-East Asia;Bottom 50%;p0p50;2010;0.125
South & South-East Asia;Bottom 50%;p0p50;2011;0.1213
South & South-East Asia;Bottom 50%;p0p50;2012;0.1205
South & South-East Asia;Bottom 50%;p0p50;2013;0.1208
South & South-East Asia;Bottom 50%;p0p50;2014;0.1195
South & South-East Asia;Bottom 50%;p0p50;2015;0.1192
South & South-East Asia;Bottom 50%;p0p50;2016;0.118
South & South-East Asia;Bottom 50%;p0p50;2017;0.1192
South & South-East Asia;Bottom 50%;p0p50;2018;0.118
South & South-East Asia;Bottom 50%;p0p50;2019;0.1201
South & South-East Asia;Bottom 50%;p0p50;2020;0.1233
South & South-East Asia;Bottom 50%;p0p50;2021;0.1236
South & South-East Asia;Bottom 50%;p0p50;2022;0.1219
South & South-East Asia;Bottom 50%;p0p50;2023;0.1217
South Africa;Top 1%;p99p100;1950;
South Africa;Top 1%;p99p100;1951;
South Africa;Top 1%;p99p100;1952;
South Africa;Top 1%;p99p100;1953;
South Africa;Top 1%;p99p100;1954;
South Africa;Top 1%;p99p100;1955;
South Africa;Top 1%;p99p100;1956;
South Africa;Top 1%;p99p100;1957;
South Africa;Top 1%;p99p100;1958;
South Africa;Top 1%;p99p100;1959;
South Africa;Top 1%;p99p100;1960;
South Africa;Top 1%;p99p100;1961;
South Africa;Top 1%;p99p100;1962;
South Africa;Top 1%;p99p100;1963;
South Africa;Top 1%;p99p100;1964;
South Africa;Top 1%;p99p100;1965;
South Africa;Top 1%;p99p100;1966;
South Africa;Top 1%;p99p100;1967;
South Africa;Top 1%;p99p100;1968;
South Africa;Top 1%;p99p100;1969;
South Africa;Top 1%;p99p100;1970;
South Africa;Top 1%;p99p100;1971;
South Africa;Top 1%;p99p100;1972;
South Africa;Top 1%;p99p100;1973;
South Africa;Top 1%;p99p100;1974;
South Africa;Top 1%;p99p100;1975;
South Africa;Top 1%;p99p100;1976;
South Africa;Top 1%;p99p100;1977;
South Africa;Top 1%;p99p100;1978;
South Africa;Top 1%;p99p100;1979;
South Africa;Top 1%;p99p100;1980;0.1147
South Africa;Top 1%;p99p100;1981;0.1145
South Africa;Top 1%;p99p100;1982;0.1146
South Africa;Top 1%;p99p100;1983;0.1147
South Africa;Top 1%;p99p100;1984;0.1137
South Africa;Top 1%;p99p100;1985;0.1145
South Africa;Top 1%;p99p100;1986;0.1152
South Africa;Top 1%;p99p100;1987;0.115
South Africa;Top 1%;p99p100;1988;0.1143
South Africa;Top 1%;p99p100;1989;0.1142
South Africa;Top 1%;p99p100;1990;0.1149
South Africa;Top 1%;p99p100;1991;0.1227
South Africa;Top 1%;p99p100;1992;0.1223
South Africa;Top 1%;p99p100;1993;0.1203
South Africa;Top 1%;p99p100;1994;0.1269
South Africa;Top 1%;p99p100;1995;0.1364
South Africa;Top 1%;p99p100;1996;0.1443
South Africa;Top 1%;p99p100;1997;0.1507
South Africa;Top 1%;p99p100;1998;0.1579
South Africa;Top 1%;p99p100;1999;0.1684
South Africa;Top 1%;p99p100;2000;0.1756
South Africa;Top 1%;p99p100;2001;0.1837
South Africa;Top 1%;p99p100;2002;0.1894
South Africa;Top 1%;p99p100;2003;0.1919
South Africa;Top 1%;p99p100;2004;0.1897
South Africa;Top 1%;p99p100;2005;0.1938
South Africa;Top 1%;p99p100;2006;0.1989
South Africa;Top 1%;p99p100;2007;0.2065
South Africa;Top 1%;p99p100;2008;0.203
South Africa;Top 1%;p99p100;2009;0.1925
South Africa;Top 1%;p99p100;2010;0.1923
South Africa;Top 1%;p99p100;2011;0.1946
South Africa;Top 1%;p99p100;2012;0.1943
South Africa;Top 1%;p99p100;2013;0.1952
South Africa;Top 1%;p99p100;2014;0.1963
South Africa;Top 1%;p99p100;2015;0.1947
South Africa;Top 1%;p99p100;2016;0.194
South Africa;Top 1%;p99p100;2017;0.1938
South Africa;Top 1%;p99p100;2018;0.1937
South Africa;Top 1%;p99p100;2019;0.1938
South Africa;Top 1%;p99p100;2020;0.1935
South Africa;Top 1%;p99p100;2021;0.1937
South Africa;Top 1%;p99p100;2022;0.1939
South Africa;Top 1%;p99p100;2023;0.1943
South Africa;Bottom 50%;p0p50;1950;
South Africa;Bottom 50%;p0p50;1951;
South Africa;Bottom 50%;p0p50;1952;
South Africa;Bottom 50%;p0p50;1953;
South Africa;Bottom 50%;p0p50;1954;
South Africa;Bottom 50%;p0p50;1955;
South Africa;Bottom 50%;p0p50;1956;
South Africa;Bottom 50%;p0p50;1957;
South Africa;Bottom 50%;p0p50;1958;
South Africa;Bottom 50%;p0p50;1959;
South Africa;Bottom 50%;p0p50;1960;
South Africa;Bottom 50%;p0p50;1961;
South Africa;Bottom 50%;p0p50;1962;
South Africa;Bottom 50%;p0p50;1963;
South Africa;Bottom 50%;p0p50;1964;
South Africa;Bottom 50%;p0p50;1965;
South Africa;Bottom 50%;p0p50;1966;
South Africa;Bottom 50%;p0p50;1967;
South Africa;Bottom 50%;p0p50;1968;
South Africa;Bottom 50%;p0p50;1969;
South Africa;Bottom 50%;p0p50;1970;
South Africa;Bottom 50%;p0p50;1971;
South Africa;Bottom 50%;p0p50;1972;
South Africa;Bottom 50%;p0p50;1973;
South Africa;Bottom 50%;p0p50;1974;
South Africa;Bottom 50%;p0p50;1975;
South Africa;Bottom 50%;p0p50;1976;
South Africa;Bottom 50%;p0p50;1977;
South Africa;Bottom 50%;p0p50;1978;
South Africa;Bottom 50%;p0p50;1979;
South Africa;Bottom 50%;p0p50;1980;0.1206
South Africa;Bottom 50%;p0p50;1981;0.1209
South Africa;Bottom 50%;p0p50;1982;0.1232
South Africa;Bottom 50%;p0p50;1983;0.1229
South Africa;Bottom 50%;p0p50;1984;0.1228
South Africa;Bottom 50%;p0p50;1985;0.1233
South Africa;Bottom 50%;p0p50;1986;0.1235
South Africa;Bottom 50%;p0p50;1987;0.1238
South Africa;Bottom 50%;p0p50;1988;0.1234
South Africa;Bottom 50%;p0p50;1989;0.1221
South Africa;Bottom 50%;p0p50;1990;0.1218
South Africa;Bottom 50%;p0p50;1991;0.1136
South Africa;Bottom 50%;p0p50;1992;0.1141
South Africa;Bottom 50%;p0p50;1993;0.1232
South Africa;Bottom 50%;p0p50;1994;0.1193
South Africa;Bottom 50%;p0p50;1995;0.116
South Africa;Bottom 50%;p0p50;1996;0.1124
South Africa;Bottom 50%;p0p50;1997;0.1072
South Africa;Bottom 50%;p0p50;1998;0.1016
South Africa;Bottom 50%;p0p50;1999;0.0987
South Africa;Bottom 50%;p0p50;2000;0.0941
South Africa;Bottom 50%;p0p50;2001;0.0933
South Africa;Bottom 50%;p0p50;2002;0.0929
South Africa;Bottom 50%;p0p50;2003;0.0926
South Africa;Bottom 50%;p0p50;2004;0.0962
South Africa;Bottom 50%;p0p50;2005;0.0947
South Africa;Bottom 50%;p0p50;2006;0.0883
South Africa;Bottom 50%;p0p50;2007;0.0784
South Africa;Bottom 50%;p0p50;2008;0.0836
South Africa;Bottom 50%;p0p50;2009;0.0859
South Africa;Bottom 50%;p0p50;2010;0.0765
South Africa;Bottom 50%;p0p50;2011;0.0712
South Africa;Bottom 50%;p0p50;2012;0.059
South Africa;Bottom 50%;p0p50;2013;0.0585
South Africa;Bottom 50%;p0p50;2014;0.058
South Africa;Bottom 50%;p0p50;2015;0.0582
South Africa;Bottom 50%;p0p50;2016;0.0589
South Africa;Bottom 50%;p0p50;2017;0.0589
South Africa;Bottom 50%;p0p50;2018;0.0587
South Africa;Bottom 50%;p0p50;2019;0.0589
South Africa;Bottom 50%;p0p50;2020;0.0582
South Africa;Bottom 50%;p0p50;2021;0.0582
South Africa;Bottom 50%;p0p50;2022;0.0582
South Africa;Bottom 50%;p0p50;2023;0.0583
West Asia;Top 1%;p99p100;1950;
West Asia;Top 1%;p99p100;1951;
West Asia;Top 1%;p99p100;1952;
West Asia;Top 1%;p99p100;1953;
West Asia;Top 1%;p99p100;1954;
West Asia;Top 1%;p99p100;1955;
West Asia;Top 1%;p99p100;1956;
West Asia;Top 1%;p99p100;1957;
West Asia;Top 1%;p99p100;1958;
West Asia;Top 1%;p99p100;1959;
West Asia;Top 1%;p99p100;1960;
West Asia;Top 1%;p99p100;1961;
West Asia;Top 1%;p99p100;1962;
West Asia;Top 1%;p99p100;1963;
West Asia;Top 1%;p99p100;1964;
West Asia;Top 1%;p99p100;1965;
West Asia;Top 1%;p99p100;1966;
West Asia;Top 1%;p99p100;1967;
West Asia;Top 1%;p99p100;1968;
West Asia;Top 1%;p99p100;1969;
West Asia;Top 1%;p99p100;1970;
West Asia;Top 1%;p99p100;1971;
West Asia;Top 1%;p99p100;1972;
West Asia;Top 1%;p99p100;1973;
West Asia;Top 1%;p99p100;1974;
West Asia;Top 1%;p99p100;1975;
West Asia;Top 1%;p99p100;1976;
West Asia;Top 1%;p99p100;1977;
West Asia;Top 1%;p99p100;1978;
West Asia;Top 1%;p99p100;1979;
West Asia;Top 1%;p99p100;1980;0.2092
West Asia;Top 1%;p99p100;1981;0.2067
West Asia;Top 1%;p99p100;1982;0.1815
West Asia;Top 1%;p99p100;1983;0.1709
West Asia;Top 1%;p99p100;1984;0.1644
West Asia;Top 1%;p99p100;1985;0.1538
West Asia;Top 1%;p99p100;1986;0.1616
West Asia;Top 1%;p99p100;1987;0.1591
West Asia;Top 1%;p99p100;1988;0.1606
West Asia;Top 1%;p99p100;1989;0.1611
West Asia;Top 1%;p99p100;1990;0.1856
West Asia;Top 1%;p99p100;1991;0.1892
West Asia;Top 1%;p99p100;1992;0.2059
West Asia;Top 1%;p99p100;1993;0.2127
West Asia;Top 1%;p99p100;1994;0.2252
West Asia;Top 1%;p99p100;1995;0.2362
West Asia;Top 1%;p99p100;1996;0.2365
West Asia;Top 1%;p99p100;1997;0.2347
West Asia;Top 1%;p99p100;1998;0.235
West Asia;Top 1%;p99p100;1999;0.2399
West Asia;Top 1%;p99p100;2000;0.2539
West Asia;Top 1%;p99p100;2001;0.2667
West Asia;Top 1%;p99p100;2002;0.2644
West Asia;Top 1%;p99p100;2003;0.26
West Asia;Top 1%;p99p100;2004;0.2486
West Asia;Top 1%;p99p100;2005;0.265
West Asia;Top 1%;p99p100;2006;0.2656
West Asia;Top 1%;p99p100;2007;0.2754
West Asia;Top 1%;p99p100;2008;0.2497
West Asia;Top 1%;p99p100;2009;0.2236
West Asia;Top 1%;p99p100;2010;0.2143
West Asia;Top 1%;p99p100;2011;0.2237
West Asia;Top 1%;p99p100;2012;0.2172
West Asia;Top 1%;p99p100;2013;0.2153
West Asia;Top 1%;p99p100;2014;0.213
West Asia;Top 1%;p99p100;2015;0.2133
West Asia;Top 1%;p99p100;2016;0.2202
West Asia;Top 1%;p99p100;2017;0.2208
West Asia;Top 1%;p99p100;2018;0.2224
West Asia;Top 1%;p99p100;2019;0.2194
West Asia;Top 1%;p99p100;2020;0.2331
West Asia;Top 1%;p99p100;2021;0.2336
West Asia;Top 1%;p99p100;2022;0.236
West Asia;Top 1%;p99p100;2023;0.2352
West Asia;Bottom 50%;p0p50;1950;
West Asia;Bottom 50%;p0p50;1951;
West Asia;Bottom 50%;p0p50;1952;
West Asia;Bottom 50%;p0p50;1953;
West Asia;Bottom 50%;p0p50;1954;
West Asia;Bottom 50%;p0p50;1955;
West Asia;Bottom 50%;p0p50;1956;
West Asia;Bottom 50%;p0p50;1957;
West Asia;Bottom 50%;p0p50;1958;
West Asia;Bottom 50%;p0p50;1959;
West Asia;Bottom 50%;p0p50;1960;
West Asia;Bottom 50%;p0p50;1961;
West Asia;Bottom 50%;p0p50;1962;
West Asia;Bottom 50%;p0p50;1963;
West Asia;Bottom 50%;p0p50;1964;
West Asia;Bottom 50%;p0p50;1965;
West Asia;Bottom 50%;p0p50;1966;
West Asia;Bottom 50%;p0p50;1967;
West Asia;Bottom 50%;p0p50;1968;
West Asia;Bottom 50%;p0p50;1969;
West Asia;Bottom 50%;p0p50;1970;
West Asia;Bottom 50%;p0p50;1971;
West Asia;Bottom 50%;p0p50;1972;
